repo, public_repo_exists, jenkins_job_status
https://github.com/eleme/Intimate, false, red
https://github.com/elexis/elexis-3-core, false, red
https://github.com/elki-project/elki, true, aborted
https://github.com/emailvivek247/Project3, false, not found
https://github.com/enioka/jqm, false, not found
https://github.com/epam/cloud-pipeline, false, red
https://github.com/epri-dev/EPRI-OpenMetCalc, false, not found
https://github.com/errai/errai, false, red
https://github.com/exactpro/sailfish-core, true, blue
https://github.com/exch-bms2/beatoraja, false, not found
https://github.com/exch-bms2/bmorganizer, false, not found
https://github.com/f-droid/fdroidclient, false, red
https://github.com/fa1c0n1/apache_druid_0.20.0, false, red
https://github.com/fabric8-launcher/launchpad-missioncontrol, true, red
https://github.com/fabric8io/kubernetes-client, false, red
https://github.com/fabric8io/vertx-maven-plugin, true, blue
https://github.com/facebook/buck, false, not found
https://github.com/facebookarchive/hadoop-20, false, not found
https://github.com/fanhua1994/XBaseAndroid, true, blue
https://github.com/fantasticlw/mvvmbase, true, blue
https://github.com/fekracomputers/QuranAndroid, false, not found
https://github.com/felix-zaslavskiy/lczero-test-worker, true, blue
https://github.com/fenglin122/spring-boot, false, red
https://github.com/fighter-lee/lancomm, true, blue
https://github.com/finesoft/corant, false, red
https://github.com/fisher-hub/hzz, false, red
https://github.com/fj168104/mr-data-factory-phase3, false, not found
https://github.com/flink-tpc-ds/flink, false, red
https://github.com/flowfloe/AnalyticsManager, false, not found
https://github.com/forge/furnace, false, red
https://github.com/forzamilan0607/sinopec-bpm, false, red
https://github.com/freedomotic/freedomotic, false, red
https://github.com/frost373/KitDB, false, red
https://github.com/gaozhixiaopengpeng/eladmin, false, red
https://github.com/garybentley/quollwriter, false, not found
https://github.com/gchq/stroom, false, red
https://github.com/gdutxiaoxu/CoordinatorLayoutExample, false, red
https://github.com/geogebra/geogebra, true, red
https://github.com/geosolutions-it/imageio-ext, false, red
https://github.com/geotools/geotools, false, red
https://github.com/getodk/collect, false, red
https://github.com/ghyaolong/app-distribution, false, red
https://github.com/gitee2008/crowd, false, red
https://github.com/gitee2008/glaf, false, red
https://github.com/gitee2008/jbpm, false, red
https://github.com/gitee2008/student_tb, false, red
https://github.com/gluonhq/substrate, true, blue
https://github.com/gmu-swe/phosphor, false, red
https://github.com/gocd/gocd, true, red
https://github.com/gomint/gomint, false, red
https://github.com/google/cdep, false, red
https://github.com/google/ios-device-control, true, blue
https://github.com/google/sagetv, true, blue
https://github.com/google/translation-cards, false, red
https://github.com/gosu-lang/gosu-lang, true, red
https://github.com/goxr3plus/JavaFXApplicationAutoUpdater, false, red
https://github.com/goxr3plus/XR3Player, false, red
https://github.com/gradle/gradle, false, red
https://github.com/gradle/gradle-profiler, false, red
https://github.com/gramoli/synchrobench, false, not found
https://github.com/greenaddress/abcore, true, blue
https://github.com/gridgain/gridgain, false, red
https://github.com/gridgentoo/ignite2020_reverse, false, red
https://github.com/gridgentoo/nifi, false, red
https://github.com/gsantner/memetastic, true, blue
https://github.com/guardianproject/orbot, false, red
https://github.com/guventahsin/PLUS_BILLING_V2, false, red
https://github.com/gwt-plugins/gwt-eclipse-plugin, false, red
https://github.com/h1test-act/good, false, not found
https://github.com/h2oai/h2o-2, false, red
https://github.com/hamhc/WebGoat-7.1, false, not found
https://github.com/handmadecode/quill, true, blue
https://github.com/hankcs/HanLP, false, not found
https://github.com/hanshou101/codeql________SonatypeNexusRepository________9fb1dabc, false, red
https://github.com/hanshou101/codeql________ofcms________bf2e982a, false, red
https://github.com/hariprasad1950/spring, false, red
https://github.com/hashgraph/hedera-services, false, red
https://github.com/hawtio/hawtio, true, red
https://github.com/healthchuang/waebbcMdaenfaggheirj, false, not found
https://github.com/heathcare/heathcare, false, red
https://github.com/heichen/JeeSite, true, blue
https://github.com/hellodonj/WeBig, false, red
https://github.com/hellokaton/java-library-examples, false, red
https://github.com/hemau23/dbmaintain, false, red
https://github.com/henuuDigPlayer/xiaoyaoji, true, red
https://github.com/heqiangflytosky/AndroidUtils, false, red
https://github.com/hilmialyaz/OpencellV2, false, red
https://github.com/hilmialyaz/telcoandmore_opencell, false, red
https://github.com/hrehfeld/QuakeInjector, true, blue
https://github.com/hustpeng/meet, false, red
https://github.com/hxk1224/DriveStudent, false, not found
https://github.com/hyb1996/Auto.js, false, red
https://github.com/i-net-software/JWebAssembly, false, red
https://github.com/i-net-software/SetupBuilder, false, blue
https://github.com/i2p/i2p.i2p, false, red
https://github.com/iBotPeaches/Apktool, true, aborted
https://github.com/iSafeBlue/TrackRay, true, red
https://github.com/ia-toki/judgels, false, not found
https://github.com/ibinti/bugvm, false, red
https://github.com/ibissource/iaf, false, red
https://github.com/icpctools/icpctools, false, not found
https://github.com/icza/scelight, false, red
https://github.com/ifjoker/runonce, false, not found
https://github.com/ifreefly/AutoScore, true, blue
https://github.com/igniterealtime/Openfire, false, red
https://github.com/igniterealtime/Spark, true, red
https://github.com/igniterealtime/Whack, true, red
https://github.com/igniterealtime/openfire-ofmeet-plugin, true, red
https://github.com/igvteam/igv, false, red
https://github.com/ilscipio/scipio-erp, false, not found
https://github.com/imagej/ImageJA, false, not found
https://github.com/imagej/imagej-tensorflow, true, blue
https://github.com/inception-project/inception, false, red
https://github.com/infowangxin/springmvc, true, blue
https://github.com/innokenty/swing-file-browser, true, blue
https://github.com/inspire-software/yes-cart, true, red
https://github.com/intoolswetrust/jd-cli, true, red
https://github.com/intuit/Tank, false, red
https://github.com/ios-driver/ios-driver, false, red
https://github.com/iqiyi/Lens, false, red
https://github.com/iqiyi/Neptune, true, blue
https://github.com/ireaderlab/ZeusHotfix, false, red
https://github.com/irispastal/jeecmsv9, true, blue
https://github.com/ironjacamar/ironjacamar, false, red
https://github.com/isislab-unisa/sof, true, blue
https://github.com/itdelatrisu/opsu, false, red
https://github.com/itesla/ipst, false, red
https://github.com/j-crawford/uPortal, false, red
https://github.com/jamiecool/java_nofork, false, red
https://github.com/javaparser/javaparser, true, red
https://github.com/jbake-org/jbake, true, blue
https://github.com/jboss-fuse/redhat-fuse, false, red
https://github.com/jboss-modules/jboss-modules, false, red
https://github.com/jbossas/jboss-as-maven-plugin, false, red
